OBJECTID,School Name,District,School Type,Agency Type,Grade Range,Lowest Grade,Highest Grade,School Style,Charter?,Virtual?,CESA,District ID,School Code,DPI Unique Join Code,NCES Code,NCES District Code,NCES School Code,Full Address,Physical Street Address,City,State,ZIP Code,County of District Office,Locale Code,Locale,School Website,Wisconsin Assembly District,Wisconsin Senate District,US Congressional District,County (Physical),Latitude,Longitude,x,y
652,GBAPS Community 4K Site,Green Bay Area Public,Elementary School,Public school,K4-K4,K4,K4,Regular,No,No,7,2289,0080,S22890080,550582003128,5505820,03128,"200 S Broadway  Green Bay, WI 54303-1516",200 S Broadway,Green Bay,WI,54303-1516,Brown,12,City - Midsize,https://www.gbaps.org,89,30,8,Brown,44.51510001,-88.02306003,677122.2867,450987.2882
653,Gegan Elementary,Menasha Joint,Elementary School,Public school,PK-05,K4,05,Regular,No,No,6,3430,0120,S34300120,550903001057,5509030,01057,"675 W Airport Rd  Menasha, WI 54952-1499",675 W Airport Rd,Menasha,WI,54952-1499,Winnebago,22,Suburb - Midsize,https://www.mjsd.k12.wi.us,53,18,6,Winnebago,44.2220755,-88.44038142,644574.135,417721.407600001
654,George D Warriner High School for Personalized Learning,Sheboygan Area,High School,Public school,09-12,09,12,Regular,Yes,Yes,7,5271,0440,S52710440,551365002695,5513650,02695,"830 Virginia Avenue  Sheboygan, WI 53081",830 Virginia Avenue,Sheboygan,WI,53081,Sheboygan,13,City - Small,https://www.sheboygan.k12.wi.us,26,9,6,Sheboygan,43.7480674,-87.71454249,704010.2924,366430.2963
655,George D Warriner Middle,Sheboygan Area,Middle School,Public school,06-08,06,08,Regular,Yes,No,7,5271,0220,S52710220,551365002900,5513650,02900,"830 Virginia Avenue  Sheboygan, WI 53081",830 Virginia Avenue,Sheboygan,WI,53081,Sheboygan,13,City - Small,https://www.sheboygan.k12.wi.us/warrinermiddle,26,9,6,Sheboygan,43.7480674,-87.71454249,704010.2924,366430.2963
656,Germantown High,Germantown,High School,Public school,09-12,09,12,Regular,No,No,1,2058,0180,S20580180,550516000557,5505160,00557,"W180N11501 River Ln  Germantown, WI 53022-3198",W180N11501 River Ln,Germantown,WI,53022-3198,Washington,21,Suburb - Large,https://www.germantownschools.org,24,8,5,Washington,43.22669674,-88.13473013,671476.6459,307678.5977
657,Gerritts Middle,Kimberly Area,Middle School,Public school,07-08,07,08,Regular,No,No,6,2835,0040,S28350040,550747000849,5507470,00849,"545 S John St  Kimberly, WI 54136-1865",545 S John St,Kimberly,WI,54136-1865,Outagamie,22,Suburb - Midsize,https://www.kimberly.k12.wi.us,2,1,8,Outagamie,44.26517612,-88.33568046,652840.11,422672.903100001
658,Gibraltar Elementary,Gibraltar Area,Elementary School,Public school,PK-05,K4,05,Regular,No,No,7,2114,0100,S21140100,550522002245,5505220,02245,"3924 State Highway 42  Fish Creek, WI 54212",3924 State Highway 42,Fish Creek,WI,54212,Door,42,Rural - Distant,https://www.gibraltar.k12.wi.us,1,1,8,Door,45.12682036,-87.23074922,737777.0394,520769.7809
659,Gibraltar High,Gibraltar Area,High School,Public school,09-12,09,12,Regular,No,No,7,2114,0120,S21140120,550522000561,5505220,00561,"3924 State Highway 42  Fish Creek, WI 54212",3924 State Highway 42,Fish Creek,WI,54212,Door,42,Rural - Distant,https://www.gibraltar.k12.wi.us,1,1,8,Door,45.12682036,-87.23074922,737777.0394,520769.7809
660,Gibraltar Middle,Gibraltar Area,Middle School,Public school,06-08,06,08,Regular,No,No,7,2114,0200,S21140200,550522001456,5505220,01456,"3924 State Highway 42  Fish Creek, WI 54212",3924 State Highway 42,Fish Creek,WI,54212,Door,42,Rural - Distant,https://www.gibraltar.k12.wi.us,1,1,8,Door,45.12682036,-87.23074922,737777.0394,520769.7809
661,Gifford School,Racine Unified,Combined Elementary/Secondary School,Public school,PK-08,K4,08,Regular,No,No,1,4620,0119,S46200119,551236002311,5512360,02311,"8332 Northwestern Ave  Racine, WI 53406-1722",8332 Northwestern Ave,Racine,WI,53406-1722,Racine,41,Rural - Fringe,https://www.rusd.org,62,21,1,Racine,42.75800302,-87.88664684,692933.5317,256107.7696
662,Gillett Elementary,Gillett,Elementary School,Public school,PK-05,K4,05,Regular,No,No,8,2128,0060,S21280060,550525000566,5505250,00566,"208 W Main St  Gillett, WI 54124",208 W Main St,Gillett,WI,54124,Oconto,42,Rural - Distant,https://www.gillett.k12.wi.us,6,2,8,Oconto,44.88682659,-88.31432762,653118.1565,491760.5164
663,Gillett High,Gillett,High School,Public school,09-12,09,12,Regular,No,No,8,2128,0020,S21280020,550525000564,5505250,00564,"208 W Main St  Gillett, WI 54124",208 W Main St,Gillett,WI,54124,Oconto,42,Rural - Distant,https://www.gillett.k12.wi.us,6,2,8,Oconto,44.88682659,-88.31432762,653118.1565,491760.5164
664,Gillett Middle,Gillett,Middle School,Public school,06-08,06,08,Regular,No,No,8,2128,0040,S21280040,550525000565,5505250,00565,"208 W Main St  Gillett, WI 54124",208 W Main St,Gillett,WI,54124,Oconto,42,Rural - Distant,https://www.gillett.k12.wi.us,6,2,8,Oconto,44.88682659,-88.31432762,653118.1565,491760.5164
665,Gilman Elementary,Gilman,Elementary School,Public school,PK-06,K4,06,Regular,No,No,10,2135,0040,S21350040,550528000567,5505280,00567,"325 N Fifth Ave  Gilman, WI 54433",325 N Fifth Ave,Gilman,WI,54433,Taylor,43,Rural - Remote,https://www.gilman.k12.wi.us,68,23,7,Taylor,45.16857644,-90.80688945,456591.5367,521994.0349
666,Gilman High,Gilman,High School,Public school,07-12,07,12,Regular,No,No,10,2135,0060,S21350060,550528000568,5505280,00568,"325 N Fifth Ave  Gilman, WI 54433",325 N Fifth Ave,Gilman,WI,54433,Taylor,43,Rural - Remote,https://www.gilman.k12.wi.us,68,23,7,Taylor,45.16857644,-90.80688945,456591.5367,521994.0349
667,Gilmanton Elementary,Gilmanton,Elementary School,Public school,PK-04,K4,04,Regular,No,No,10,2142,0040,S21420040,550537000573,5505370,00573,"W756 County Road Z  Gilmanton, WI 54743",W756 County Road Z,Gilmanton,WI,54743,Buffalo,42,Rural - Distant,https://www.ghs.k12.wi.us,29,10,3,Buffalo,44.47272725,-91.67746025,386583.1529,445748.2324
668,Gilmanton High,Gilmanton,High School,Public school,09-12,09,12,Regular,No,No,10,2142,0060,S21420060,550537000574,5505370,00574,"S889 Larson Rd  Gilmanton, WI 54743",S889 Larson Rd,Gilmanton,WI,54743,Buffalo,42,Rural - Distant,https://www.ghs.k12.wi.us,29,10,3,Buffalo,44.4672496,-91.67401504,386844.7125,445134.1711
669,Gilmanton Middle,Gilmanton,Middle School,Public school,05-08,05,08,Regular,No,No,10,2142,0250,S21420250,550537002907,5505370,02907,"S889 Larson Rd  Gilmanton, WI 54743",S889 Larson Rd,Gilmanton,WI,54743,Buffalo,42,Rural - Distant,https://www.ghs.k12.wi.us,29,10,3,Buffalo,44.4672496,-91.67401504,386844.7125,445134.1711
670,Gilmore Fine Arts School,Racine Unified,Combined Elementary/Secondary School,Public school,KG-08,KG,08,Regular,No,No,1,4620,0106,S46200106,551236001608,5512360,01608,"2330 Northwestern Ave  Racine, WI 53404",2330 Northwestern Ave,Racine,WI,53404,Racine,13,City - Small,https://www.rusd.org,62,21,1,Racine,42.74141388,-87.80832982,699390.2357,254429.0834
671,Glacial Drumlin School,Monona Grove,Middle School,Public school,06-08,06,08,Regular,No,No,2,3675,0100,S36750100,550981001293,5509810,01293,"801 Damascus Tr  Cottage Grove, WI 53527",801 Damascus Tr,Cottage Grove,WI,53527,Dane,41,Rural - Fringe,https://www.mononagrove.org,46,16,2,Dane,43.09091288,-89.22289242,583247.4249,291203.623500001
672,Glacier Creek Middle,Middleton-Cross Plains Area,Middle School,Public school,05-08,05,08,Regular,No,No,2,3549,0050,S35490050,550951000754,5509510,00754,"2800 Military Road  Cross Plains, WI 53528",2800 Military Road,Cross Plains,WI,53528,Dane,41,Rural - Fringe,https://www.mcpasd.k12.wi.us,80,27,2,Dane,43.11651168,-89.63354687,549812.5054,293818.513900001
673,Glacier Edge Elementary,Verona Area,Elementary School,Public school,KG-05,KG,05,Regular,No,No,2,5901,0130,S59010130,551533002647,5515330,02647,"800 Kimball Lane  Verona, WI 53593",800 Kimball Lane,Verona,WI,53593,Dane,21,Suburb - Large,https://gees.verona.k12.wi.us/,80,27,2,Dane,42.97789051,-89.5177168,559324.2338,278472.408199999
674,Glen Hills Middle,Glendale-River Hills,Combined Elementary/Secondary School,Public school,04-08,04,08,Regular,No,No,1,2184,0010,S21840010,550546000575,5505460,00575,"2600 W Mill Rd  Glendale, WI 53209-3286",2600 W Mill Rd,Glendale,WI,53209-3286,Milwaukee,21,Suburb - Large,https://www.glendale.k12.wi.us,10,4,4,Milwaukee,43.13473834,-87.94458813,687169.093,297828.0079
675,Glenbrook Elementary,Pulaski Community,Elementary School,Public school,K4-05,K4,05,Regular,No,No,7,4613,0040,S46130040,551233001597,5512330,01597,"145 W Green Bay St  Pulaski, WI 54162-9771",145 W Green Bay St,Pulaski,WI,54162-9771,Brown,42,Rural - Distant,https://www.pulaskischools.org/glenbrook,6,2,8,Brown,44.66997968,-88.24422644,659174.1776,467789.771199999
676,Glenwood City Elementary,Glenwood City,Elementary School,Public school,PK-05,K4,05,Regular,No,No,11,2198,0060,S21980060,550552000586,5505520,00586,"850 Maple St  Glenwood City, WI 54013",850 Maple St,Glenwood City,WI,54013,Saint Croix,43,Rural - Remote,https://www.gcsd.k12.wi.us,28,10,7,Saint Croix,45.05267406,-92.15621935,350212.7299,511063.5339
677,Glenwood City High,Glenwood City,High School,Public school,09-12,09,12,Regular,No,No,11,2198,0080,S21980080,550552000587,5505520,00587,"850 Maple St  Glenwood City, WI 54013",850 Maple St,Glenwood City,WI,54013,Saint Croix,43,Rural - Remote,https://www.gcsd.k12.wi.us,28,10,7,Saint Croix,45.05299679,-92.15541536,350276.994,511097.6993
678,Glenwood City Middle,Glenwood City,Middle School,Public school,06-08,06,08,Regular,No,No,11,2198,0100,S21980100,550552000588,5505520,00588,"850 Maple St  Glenwood City, WI 54013",850 Maple St,Glenwood City,WI,54013,Saint Croix,43,Rural - Remote,https://www.gcsd.k12.wi.us,28,10,7,Saint Croix,45.05299679,-92.15541536,350276.994,511097.6993
679,Glenwood Elementary,Greenfield,Elementary School,Public school,PK-05,K4,05,Regular,No,No,1,2303,0100,S23030100,550594000652,5505940,00652,"3550 S 51st St  Greenfield, WI 53220-1598",3550 S 51st St,Greenfield,WI,53220-1598,Milwaukee,21,Suburb - Large,https://www.greenfield.k12.wi.us,7,3,5,Milwaukee,42.98028463,-87.97695958,684949.8747,280611.1756
680,Glidden Elementary,Chequamegon,Elementary School,Public school,PK-02,K4,02,Regular,No,No,12,1071,0100,S10710100,550005800590,5500058,00590,"64 S Grant St  Glidden, WI 54527",64 S Grant St,Glidden,WI,54527,Ashland,43,Rural - Remote,https://www.csdk12.net,74,25,7,Ashland,46.13378448,-90.57669806,475452.7093,629073.6755
681,Golda Meir School,Milwaukee,Combined Elementary/Secondary School,Public school,03-12,03,12,Regular,No,No,1,3619,0176,S36190176,550960001164,5509600,01164,"1615 N Martin Luther King Dr  Milwaukee, WI 53212",1615 N Martin Luther King Dr,Milwaukee,WI,53212,Milwaukee,11,City - Large,https://www.milwaukee.k12.wi.us,16,6,4,Milwaukee,43.05157002,-87.91473992,689826.5103,288651.742799999
682,Gompers Elementary,Madison Metropolitan,Elementary School,Public school,K4-05,K4,05,Regular,No,No,2,3269,0675,S32690675,550852000958,5508520,00958,"1502 Wyoming Way  Madison, WI 53704-1800",1502 Wyoming Way,Madison,WI,53704-1800,Dane,11,City - Large,https://gompers.madison.k12.wi.us/,81,27,2,Dane,43.14630149,-89.36964072,571257.5445,297254.364499999
683,Goodman-Armstrong Elementary,Goodman-Armstrong Creek,Elementary School,Public school,PK-06,K4,06,Regular,No,No,8,2212,0020,S22120020,550558000593,5505580,00593,"510 4th St  Goodman, WI 54125",510 4th St,Goodman,WI,54125,Marinette,43,Rural - Remote,https://www.goodman.k12.wi.us,36,12,8,Marinette,45.63074281,-88.35765618,648013.4079,574333.533500001
684,Goodman High,Goodman-Armstrong Creek,High School,Public school,07-12,07,12,Regular,No,No,8,2212,0040,S22120040,550558000592,5505580,00592,"1 Falcon Crest  Goodman, WI 54125",1 Falcon Crest,Goodman,WI,54125,Marinette,43,Rural - Remote,https://www.goodman.k12.wi.us,36,12,8,Marinette,45.62643888,-88.35831037,647972.213,573854.3278
685,Goodrich Elementary,Milwaukee,Elementary School,Public school,PK-05,K4,05,Regular,No,No,1,3619,0192,S36190192,550960001173,5509600,01173,"8251 N Celina St  Milwaukee, WI 53224-2713",8251 N Celina St,Milwaukee,WI,53224-2713,Milwaukee,11,City - Large,https://www.milwaukee.k12.wi.us,12,4,4,Milwaukee,43.16685877,-88.03749751,679528.8652,301213.929300001
686,Grafton High,Grafton,High School,Public school,09-12,09,12,Regular,No,No,1,2217,0040,S22170040,550561002248,5505610,02248,"1950 Washington St  Grafton, WI 53024-2103",1950 Washington St,Grafton,WI,53024-2103,Ozaukee,31,Town - Fringe,https://www.grafton.k12.wi.us,22,8,6,Ozaukee,43.32128396,-87.93989074,687040.741,318554.645199999
687,Grand Avenue Elementary,Sauk Prairie,Elementary School,Public school,03-05,03,05,Regular,No,No,5,5100,0030,S51000030,551341001756,5513410,01756,"225 Grand Ave.  Prairie du Sac, WI 53578-1507",225 Grand Ave.,Prairie du Sac,WI,53578-1507,Sauk,32,Town - Distant,https://www.saukprairieschools.org,40,14,2,Sauk,43.28514093,-89.72290126,542481.1464,312517.2762
688,Grandview High,Milwaukee,High School,Public school,09-12,09,12,Alternative,No,No,1,3619,0410,S36190410,550960002577,5509600,02577,"2745 S 13TH St  Milwaukee, WI 53215",2745 S 13TH St,Milwaukee,WI,53215,Milwaukee,11,City - Large,https://www.seedsofhealth.org/grandview/home.html,8,3,4,Milwaukee,42.99462572,-87.92918731,688805.8724,282298.713
689,Granite Ridge School,Monona Grove,Elementary School,Public school,03-05,03,05,Regular,No,No,2,3675,0050,S36750050,550981003139,5509810,03139,"4500 Buss Rd  Cottage Grove, WI 53527",4500 Buss Rd,Cottage Grove,WI,53527,Dane,41,Rural - Fringe,https://www.mononagrove.org,46,16,2,Dane,43.09347978,-89.22739031,582878.7219,291485.2971
690,Grant Elementary,Kenosha,Elementary School,Public school,PK-05,K4,05,Regular,No,No,1,2793,0180,S27930180,550732000808,5507320,00808,"1716 35th St  Kenosha, WI 53140-5206",1716 35th St,Kenosha,WI,53140-5206,Kenosha,13,City - Small,https://www.kusd.edu,64,22,1,Kenosha,42.60669729,-87.83043511,697964.9868,239422.2425
691,Grant Elementary,Marshfield Unified,Elementary School,Public school,KG-06,KG,06,Regular,No,No,5,3339,0040,S33390040,550882001016,5508820,01016,"425 W Upham St  Marshfield, WI 54449-1398",425 W Upham St,Marshfield,WI,54449-1398,Wood,32,Town - Distant,https://www.marshfieldschools.org/domain/61,86,29,7,Wood,44.68163086,-90.17221688,506351.7183,467599.037699999
692,U S Grant School,Milwaukee,Elementary School,Public school,PK-08,K4,08,Regular,No,No,1,3619,0193,S36190193,550960001175,5509600,01175,"2920 W Grant St  Milwaukee, WI 53215-2446",2920 W Grant St,Milwaukee,WI,53215-2446,Milwaukee,11,City - Large,https://www.milwaukee.k12.wi.us,9,3,4,Milwaukee,43.00564039,-87.95109241,686990.341,283478.132200001
693,Grant Elementary,Sheboygan Area,Elementary School,Public school,PK-05,K4,05,Regular,No,No,7,5271,0100,S52710100,551365001784,5513650,01784,"1528 N 5th St  Sheboygan, WI 53081-2899",1528 N 5th St,Sheboygan,WI,53081-2899,Sheboygan,13,City - Small,https://www.sheboygan.k12.wi.us,26,9,6,Sheboygan,43.76158403,-87.70873513,704436.3331,367944.4691
694,Grant Elementary,Wausau,Elementary School,Public school,KG-05,KG,05,Regular,No,No,9,6223,0100,S62230100,551590002050,5515900,02050,"500 N 4th Ave  Wausau, WI 54401-4493",500 N 4th Ave,Wausau,WI,54401-4493,Marathon,13,City - Small,https://www.wausauschools.org,85,29,7,Marathon,44.96927364,-89.64106724,548304.5084,499599.7575
695,Grant Elementary,Wisconsin Rapids,Elementary School,Public school,K4-05,K4,05,Regular,No,No,5,6685,0060,S66850060,551707002205,5517070,02205,"8511 County Road WW  Wisconsin Rapids, WI 54494-9615",8511 County Road WW,Wisconsin Rapids,WI,54494-9615,Portage,41,Rural - Fringe,https://www.wrps.org,71,24,3,Portage,44.35942155,-89.71700975,542551.0794,431833.1987
696,Grant Gordon Learning Center,Milwaukee,Elementary School,Public school,PK-K4,K4,K4,Regular,No,No,1,3619,0115,S36190115,550960003058,5509600,03058,"921 W Meinecke Ave  Milwaukee, WI 53206-3137",921 W Meinecke Ave,Milwaukee,WI,53206-3137,Milwaukee,11,City - Large,https://www.milwaukee.k12.wi.us,16,6,4,Milwaukee,43.06186049,-87.9235897,689077.4621,289776.668400001
697,Granton Elementary,Granton Area,Elementary School,Public school,PK-05,K4,05,Regular,No,No,10,2226,0020,S22260020,550564000599,5505640,00599,"217 N Main St  Granton, WI 54436-7835",217 N Main St,Granton,WI,54436-7835,Clark,43,Rural - Remote,https://www.granton.k12.wi.us,69,23,7,Clark,44.59245253,-90.46237254,483300.5516,457782.6273
698,Granton High,Granton Area,High School,Public school,06-12,06,12,Regular,No,No,10,2226,0040,S22260040,550564000600,5505640,00600,"217 N Main St  Granton, WI 54436-7835",217 N Main St,Granton,WI,54436-7835,Clark,43,Rural - Remote,https://www.granton.k12.wi.us,69,23,7,Clark,44.59245253,-90.46237254,483300.5516,457782.6273
699,Grantosa Drive Elementary,Milwaukee,Elementary School,Public school,PK-08,K4,08,Regular,No,No,1,3619,0196,S36190196,550960001176,5509600,01176,"4850 N 82nd St  Milwaukee, WI 53218-3604",4850 N 82nd St,Milwaukee,WI,53218-3604,Milwaukee,11,City - Large,https://www.milwaukee.k12.wi.us,11,4,4,Milwaukee,43.10621879,-88.01283391,681693.5477,294526.827
700,Grantsburg Elementary,Grantsburg,Elementary School,Public school,PK-03,K4,03,Regular,No,No,11,2233,0060,S22330060,550567000601,5505670,00601,"475 E James Ave  Grantsburg, WI 54840",475 E James Ave,Grantsburg,WI,54840,Burnett,43,Rural - Remote,https://www.gk12.net,75,25,7,Burnett,45.77385534,-92.6737715,312123.7987,592398.771500001
701,Grantsburg High,Grantsburg,High School,Public school,09-12,09,12,Regular,No,No,11,2233,0080,S22330080,550567000602,5505670,00602,"480 E James Ave  Grantsburg, WI 54840-7959",480 E James Ave,Grantsburg,WI,54840-7959,Burnett,43,Rural - Remote,https://www.gk12.net,75,25,7,Burnett,45.77562345,-92.6733634,312162.0992,592594.1459
702,Grantsburg Middle,Grantsburg,Combined Elementary/Secondary School,Public school,04-08,04,08,Regular,No,No,11,2233,0100,S22330100,550567000603,5505670,00603,"500 E James Ave  Grantsburg, WI 54840",500 E James Ave,Grantsburg,WI,54840,Burnett,43,Rural - Remote,https://www.gk12.net,75,25,7,Burnett,45.77564593,-92.67011176,312414.973,592588.190400001
703,Grayside Elementary,Mauston,Elementary School,Public school,03-05,03,05,Regular,No,No,5,3360,0100,S33600100,550885002574,5508850,02574,"510 Grayside Ave  Mauston, WI 53948-1952",510 Grayside Ave,Mauston,WI,53948-1952,Juneau,43,Rural - Remote,https://www.maustonschools.org,70,24,3,Juneau,43.78708654,-90.08604984,513076.4069,368229.0515
704,Great Lakes Elementary,Superior,Elementary School,Public school,K4-05,K4,05,Regular,No,No,12,5663,0300,S56630300,551467000687,5514670,00687,"129 N 28th St E  Superior, WI 54880-6548",129 N 28th St E,Superior,WI,54880-6548,Douglas,22,Suburb - Midsize,https://www.superior.k12.wi.us,73,25,7,Douglas,46.70691074,-92.06886445,361857.3584,694673.5757
705,Green Bay Head Start,Green Bay Area Public,Elementary School,Public school,PK-K4,K4,K4,Regular,No,No,7,2289,0110,S22890110,550582002589,5505820,02589,"1150 Bellevue Street  Green Bay, WI 54302",1150 Bellevue Street,Green Bay,WI,54302,Brown,12,City - Midsize,https://www.gbaps.org,90,30,8,Brown,44.48880178,-87.99495928,679427.3639,448120.544
706,Green Lake Elementary,Green Lake,Elementary School,Public school,PK-06,K4,06,Regular,No,No,6,2310,0020,S23100020,550588000646,5505880,00646,"612 Mill St  Green Lake, WI 54941",612 Mill St,Green Lake,WI,54941,Green Lake,42,Rural - Distant,https://www.glsd.k12.wi.us,39,13,6,Green Lake,43.8504981,-88.95957625,603624.4116,375794.2413
707,Green Lake High,Green Lake,High School,Public school,07-12,07,12,Regular,No,No,6,2310,0040,S23100040,550588000647,5505880,00647,"612 Mill St  Green Lake, WI 54941",612 Mill St,Green Lake,WI,54941,Green Lake,42,Rural - Distant,https://www.glsd.k12.wi.us,39,13,6,Green Lake,43.8504981,-88.95957625,603624.4116,375794.2413
708,Green Tree Elementary,West Bend,Elementary School,Public school,KG-04,KG,04,Regular,No,No,6,6307,0070,S63070070,551629002130,5516290,02130,"1330 Green Tree Rd  West Bend, WI 53090-1799",1330 Green Tree Rd,West Bend,WI,53090-1799,Washington,32,Town - Distant,https://www.west-bend.k12.wi.us,58,20,5,Washington,43.43727396,-88.19875905,665772.1275,330950.905200001
709,Green Tree Preparatory Academy,Milwaukee,High School,Public school,06-12,06,12,Regular,Yes,No,1,3619,0454,S36190454,550960003111,5509600,03111,"6850 N 53rd St  Milwaukee, WI 53223-5239",6850 N 53rd St,Milwaukee,WI,53223-5239,Milwaukee,11,City - Large,https://www.milwaukee.k12.wi.us,11,4,4,Milwaukee,43.14224569,-87.97676295,684532.0649,298598.0307
710,Greendale High,Greendale,High School,Public school,09-12,09,12,Regular,No,No,1,2296,0060,S22960060,550591002254,5505910,02254,"6801 Southway  Greendale, WI 53129-2498",6801 Southway,Greendale,WI,53129-2498,Milwaukee,21,Suburb - Large,https://www.greendaleschools.org,61,21,1,Milwaukee,42.93413716,-87.99939645,683242.4072,275442.5755
711,Greendale Middle,Greendale,Middle School,Public school,06-08,06,08,Regular,No,No,1,2296,0080,S22960080,550591002255,5505910,02255,"6800 Schoolway  Greendale, WI 53129-1819",6800 Schoolway,Greendale,WI,53129-1819,Milwaukee,21,Suburb - Large,https://www.greendaleschools.org,61,21,1,Milwaukee,42.94044414,-87.99865641,683286.1218,276144.415899999
712,Greenfield Bilingual,Milwaukee,Elementary School,Public school,PK-08,K4,08,Regular,No,No,1,3619,0202,S36190202,550960001179,5509600,01179,"1711 S 35th St  Milwaukee, WI 53215-2004",1711 S 35th St,Milwaukee,WI,53215-2004,Milwaukee,11,City - Large,https://www.milwaukee.k12.wi.us,9,3,4,Milwaukee,43.01195944,-87.95845999,686372.7864,284165.2576
713,Greenfield Elementary,Baldwin-Woodville Area,Elementary School,Public school,PK-05,K4,05,Regular,No,No,11,0231,0070,S02310070,550072000095,5500720,00095,"1160 14th Ave  Baldwin, WI 54002",1160 14th Ave,Baldwin,WI,54002,Saint Croix,42,Rural - Distant,https://www.bwsd.k12.wi.us,28,10,7,Saint Croix,44.96519502,-92.38265544,332096.5054,501845.808499999
